"Date","VIX","SNP"
2000-06-23,22.3400001525879,1441.47998046875
2000-06-26,22.4500007629395,1455.31005859375
2000-06-27,21.7999992370605,1450.55004882812
2000-06-28,20.2900009155273,1454.81994628906
2000-06-29,19.7000007629395,1442.39001464844
2000-06-30,19.5400009155273,1454.59997558594
2000-07-03,19.8299999237061,1469.5400390625
2000-07-05,21.1599998474121,1446.22998046875
2000-07-06,20.9400005340576,1456.67004394531
2000-07-07,19.2199993133545,1478.90002441406
2000-07-10,20.3299999237061,1475.61999511719
2000-07-11,20.1100006103516,1480.88000488281
2000-07-12,20.0300006866455,1492.92004394531
2000-07-13,20.0300006866455,1495.83996582031
2000-07-14,19.3199996948242,1509.97998046875
2000-07-17,19.4500007629395,1510.48999023438
2000-07-18,19.75,1493.73999023438
2000-07-19,19.6499996185303,1481.9599609375
2000-07-20,18.9400005340576,1495.56994628906
2000-07-21,18.9400005340576,1480.18994140625
2000-07-24,19.9200000762939,1464.2900390625
2000-07-25,19.3899993896484,1474.46997070312
2000-07-26,19.6700000762939,1452.42004394531
2000-07-27,19.6000003814697,1449.61999511719
2000-07-28,20.8400001525879,1419.89001464844
2000-07-31,20.7399997711182,1430.82995605469
2000-08-01,20.5499992370605,1438.09997558594
2000-08-02,20,1438.69995117188
2000-08-03,19.9899997711182,1452.56005859375
2000-08-04,18.6200008392334,1462.93005371094
2000-08-07,19.0300006866455,1479.31994628906
2000-08-08,18.7900009155273,1482.80004882812
2000-08-09,19.1800003051758,1472.86999511719
2000-08-10,19.1900005340576,1460.25
2000-08-11,18.5499992370605,1471.83996582031
2000-08-14,17.8799991607666,1491.56005859375
2000-08-15,17.9799995422363,1484.43005371094
2000-08-16,18.0200004577637,1479.84997558594
2000-08-17,17.4799995422363,1496.06994628906
2000-08-18,17.0499992370605,1491.71997070312
2000-08-21,17.3500003814697,1499.47998046875
2000-08-22,17.4699993133545,1498.13000488281
2000-08-23,17.3799991607666,1505.96997070312
2000-08-24,17.0400009155273,1508.31005859375
2000-08-25,16.5300006866455,1506.44995117188
2000-08-28,16.5400009155273,1514.08996582031
2000-08-29,16.8899993896484,1509.83996582031
2000-08-30,17.6900005340576,1502.58996582031
2000-08-31,16.8400001525879,1517.68005371094
2000-09-01,17.5300006866455,1520.77001953125
2000-09-05,19.8199996948242,1507.07995605469
2000-09-06,20.7900009155273,1492.25
2000-09-07,19.4200000762939,1502.51000976562
2000-09-08,18.4599990844727,1494.5
2000-09-11,18.3999996185303,1489.26000976562
2000-09-12,18.5900001525879,1481.98999023438
2000-09-13,18.3199996948242,1484.91003417969
2000-09-14,18.2600002288818,1480.86999511719
2000-09-15,18.5200004577637,1465.81005859375
2000-09-18,20.25,1444.51000976562
2000-09-19,19.5400009155273,1459.90002441406
2000-09-20,19.9300003051758,1451.33996582031
2000-09-21,20.1800003051758,1449.05004882812
2000-09-22,20.7399997711182,1448.71997070312
2000-09-25,21.4099998474121,1439.03002929688
2000-09-26,21.8799991607666,1427.2099609375
2000-09-27,21.6700000762939,1426.56994628906
2000-09-28,19.4699993133545,1458.2900390625
2000-09-29,20.5699996948242,1436.51000976562
2000-10-02,21.2299995422363,1436.22998046875
2000-10-03,21.8500003814697,1426.4599609375
2000-10-04,21.5400009155273,1434.31994628906
2000-10-05,21.0300006866455,1436.28002929688
2000-10-06,22.7099990844727,1408.98999023438
2000-10-09,24.0200004577637,1402.03002929688
2000-10-10,24.8600006103516,1387.02001953125
2000-10-11,26.5699996948242,1364.58996582031
2000-10-12,30.5100002288818,1329.78002929688
2000-10-13,27.6000003814697,1374.17004394531
2000-10-16,26.7900009155273,1374.61999511719
2000-10-17,27.8400001525879,1349.96997070312
2000-10-18,28.7199993133545,1342.13000488281
2000-10-19,25.0900001525879,1388.76000976562
2000-10-20,24.2399997711182,1396.93005371094
2000-10-23,24.6900005340576,1395.78002929688
2000-10-24,24.2800006866455,1398.13000488281
2000-10-25,26.6499996185303,1364.90002441406
2000-10-26,28.6200008392334,1364.43994140625
2000-10-27,26.4699993133545,1379.57995605469
2000-10-30,25.4599990844727,1398.66003417969
2000-10-31,23.6299991607666,1429.40002441406
2000-11-01,24.2800006866455,1421.21997070312
2000-11-02,23.9200000762939,1428.31994628906
2000-11-03,23.6700000762939,1426.68994140625
2000-11-06,24.5200004577637,1432.18994140625
2000-11-07,24.9099998474121,1431.86999511719
2000-11-08,25.6599998474121,1409.28002929688
2000-11-09,27.2000007629395,1400.14001464844
2000-11-10,28.5300006866455,1365.97998046875
2000-11-13,29.0599994659424,1351.26000976562
2000-11-14,26.8099994659424,1382.94995117188
2000-11-15,26.1499996185303,1389.81005859375
2000-11-16,25.0499992370605,1372.31994628906
2000-11-17,24.8099994659424,1367.71997070312
2000-11-20,27.4300003051758,1342.61999511719
2000-11-21,26.6200008392334,1347.34997558594
2000-11-22,27.7099990844727,1322.35998535156
2000-11-24,26,1341.77001953125
2000-11-27,26.9300003051758,1348.96997070312
2000-11-28,27.6399993896484,1336.08996582031
2000-11-29,27.4899997711182,1341.93005371094
2000-11-30,29.6499996185303,1314.94995117188
2000-12-01,27.4799995422363,1315.22998046875
2000-12-04,27.7800006866455,1324.96997070312
2000-12-05,24.9899997711182,1376.5400390625
2000-12-06,25.0699996948242,1351.4599609375
2000-12-07,25.3400001525879,1343.55004882812
2000-12-08,22.4099998474121,1369.89001464844
2000-12-11,23.5100002288818,1380.19995117188
2000-12-12,24.8799991607666,1371.18005371094
2000-12-13,23.6299991607666,1359.98999023438
2000-12-14,24.8600006103516,1340.93005371094
2000-12-15,26.5499992370605,1312.15002441406
2000-12-18,27.7000007629395,1322.73999023438
2000-12-19,27.1700000762939,1305.59997558594
2000-12-20,31.7399997711182,1264.73999023438
2000-12-21,29.6599998474121,1274.85998535156
2000-12-22,27.5499992370605,1305.94995117188
2000-12-26,28.7299995422363,1315.18994140625
2000-12-27,28.1399993896484,1328.92004394531
2000-12-28,26.5699996948242,1334.21997070312
2000-12-29,26.8500003814697,1320.28002929688
2001-01-02,29.9899997711182,1283.27001953125
2001-01-03,26.6000003814697,1347.56005859375
2001-01-04,26.9699993133545,1333.33996582031
2001-01-05,28.6700000762939,1298.34997558594
2001-01-08,29.8400001525879,1295.85998535156
2001-01-09,27.9899997711182,1300.80004882812
2001-01-10,26.7999992370605,1313.27001953125
2001-01-11,25.7900009155273,1326.81994628906
2001-01-12,24.5599994659424,1318.55004882812
2001-01-16,25.2800006866455,1326.65002441406
2001-01-17,24.9300003051758,1329.46997070312
2001-01-18,23.3700008392334,1347.96997070312
2001-01-19,23.2399997711182,1342.5400390625
2001-01-22,23.25,1342.90002441406
2001-01-23,21.5699996948242,1360.40002441406
2001-01-24,22.0300006866455,1364.30004882812
2001-01-25,22.6399993896484,1357.51000976562
2001-01-26,22.5699996948242,1354.94995117188
2001-01-29,22.6100006103516,1364.17004394531
2001-01-30,22.5699996948242,1373.72998046875
2001-01-31,22.0200004577637,1366.01000976562
2001-02-01,21.6599998474121,1373.46997070312
2001-02-02,21.9500007629395,1349.46997070312
2001-02-05,22.1900005340576,1354.31005859375
2001-02-06,21.9799995422363,1352.26000976562
2001-02-07,21.6700000762939,1340.89001464844
2001-02-08,21.4599990844727,1332.53002929688
2001-02-09,22.0300006866455,1314.76000976562
2001-02-12,21.9200000762939,1330.31005859375
2001-02-13,21.3700008392334,1318.80004882812
2001-02-14,21.5200004577637,1315.92004394531
2001-02-15,20.2700004577637,1326.60998535156
2001-02-16,22.1200008392334,1301.53002929688
2001-02-20,24.6900005340576,1278.93994140625
2001-02-21,25.75,1255.27001953125
2001-02-22,26.7600002288818,1252.81994628906
2001-02-23,27.2099990844727,1245.85998535156
2001-02-26,25.4300003051758,1267.65002441406
2001-02-27,26.4899997711182,1257.93994140625
2001-02-28,28.3500003814697,1239.93994140625
2001-03-01,28.0799999237061,1241.22998046875
2001-03-02,27.4300003051758,1234.18005371094
2001-03-05,27.1200008392334,1241.41003417969
2001-03-06,25.8899993896484,1253.80004882812
2001-03-07,24.1200008392334,1261.89001464844
2001-03-08,24.2900009155273,1264.73999023438
2001-03-09,25.6200008392334,1233.42004394531
2001-03-12,30.3199996948242,1180.16003417969
2001-03-13,27.5499992370605,1197.66003417969
2001-03-14,29.6100006103516,1166.7099609375
2001-03-15,28.5599994659424,1173.56005859375
2001-03-16,29.9099998474121,1150.53002929688
2001-03-19,29.7800006866455,1170.81005859375
2001-03-20,30.9599990844727,1142.61999511719
2001-03-21,31.9300003051758,1122.14001464844
2001-03-22,32.8400001525879,1117.57995605469
2001-03-23,30.4500007629395,1139.82995605469
2001-03-26,29.0400009155273,1152.68994140625
2001-03-27,27.0400009155273,1182.17004394531
2001-03-28,28.5799999237061,1153.2900390625
2001-03-29,29.1700000762939,1147.94995117188
2001-03-30,28.6399993896484,1160.32995605469
2001-04-02,31.2099990844727,1145.86999511719
2001-04-03,34.7200012207031,1106.4599609375
2001-04-04,34.0699996948242,1103.25
2001-04-05,29.9400005340576,1151.43994140625
2001-04-06,31.6900005340576,1128.43005371094
2001-04-09,31.9099998474121,1137.58996582031
2001-04-10,29.4400005340576,1168.38000488281
2001-04-11,28.4599990844727,1165.89001464844
2001-04-12,26.1200008392334,1183.5
2001-04-16,26.3299999237061,1179.68005371094
2001-04-17,25.6100006103516,1191.81005859375
2001-04-18,24.1299991607666,1238.16003417969
2001-04-19,24.1599998474121,1253.68994140625
2001-04-20,25.3799991607666,1242.97998046875
2001-04-23,28.1599998474121,1224.35998535156
2001-04-24,28.4899997711182,1209.46997070312
2001-04-25,27.3999996185303,1228.75
2001-04-26,25.9599990844727,1234.52001953125
2001-04-27,24.0200004577637,1253.05004882812
2001-04-30,25.4799995422363,1249.4599609375
2001-05-01,24.2000007629395,1266.43994140625
2001-05-02,24.2299995422363,1267.43005371094
2001-05-03,25.7800006866455,1248.57995605469
2001-05-04,23.9099998474121,1266.60998535156
2001-05-07,24.8600006103516,1263.51000976562
2001-05-08,24.4400005340576,1261.19995117188
2001-05-09,24.3500003814697,1255.5400390625
2001-05-10,24,1255.18005371094
2001-05-11,23.5400009155273,1245.67004394531
2001-05-14,24.2600002288818,1248.92004394531
2001-05-15,23.7099990844727,1249.43994140625
2001-05-16,21.8899993896484,1284.98999023438
2001-05-17,21.4699993133545,1288.48999023438
2001-05-18,21.2299995422363,1291.9599609375
2001-05-21,20.7600002288818,1312.82995605469
2001-05-22,21.3500003814697,1309.38000488281
2001-05-23,22.0799999237061,1289.05004882812
2001-05-24,20.5699996948242,1293.17004394531
2001-05-25,20.6000003814697,1277.89001464844
2001-05-29,22.1399993896484,1267.93005371094
2001-05-30,22.7600002288818,1248.07995605469
2001-05-31,22.6399993896484,1255.81994628906
2001-06-01,21.5900001525879,1260.67004394531
2001-06-04,21.3799991607666,1267.10998535156
2001-06-05,19.5799999237061,1283.56994628906
2001-06-06,20.3899993896484,1270.03002929688
2001-06-07,19.6700000762939,1276.9599609375
2001-06-08,19.9200000762939,1264.9599609375
2001-06-11,20.7000007629395,1254.39001464844
2001-06-12,20.7000007629395,1255.84997558594
2001-06-13,21.4500007629395,1241.59997558594
2001-06-14,23.1200008392334,1219.86999511719
2001-06-15,22.8099994659424,1214.35998535156
2001-06-18,23.1700000762939,1208.43005371094
2001-06-19,22.3400001525879,1212.57995605469
2001-06-20,21.7099990844727,1223.14001464844
2001-06-21,19.3799991607666,1237.0400390625
2001-06-22,20.0200004577637,1225.34997558594
2001-06-25,20.6700000762939,1218.59997558594
2001-06-26,21.2000007629395,1216.76000976562
2001-06-27,20.8799991607666,1211.06994628906
2001-06-28,20.0100002288818,1226.19995117188
2001-06-29,19.0599994659424,1224.38000488281
2001-07-02,18.7600002288818,1236.71997070312
2001-07-03,18.9200000762939,1234.44995117188
2001-07-05,20.0900001525879,1219.23999023438
2001-07-06,21.6299991607666,1190.58996582031
2001-07-09,22.4799995422363,1198.78002929688
2001-07-10,23.25,1181.52001953125
2001-07-11,24.0100002288818,1180.18005371094
2001-07-12,22.0900001525879,1208.14001464844
2001-07-13,21.1399993896484,1215.68005371094
2001-07-16,22.9099998474121,1202.44995117188
2001-07-17,22.6100006103516,1214.43994140625
2001-07-18,23.6000003814697,1207.7099609375
2001-07-19,22.5100002288818,1215.02001953125
2001-07-20,22.3400001525879,1210.84997558594
2001-07-23,23.7399997711182,1191.03002929688
2001-07-24,25.2399997711182,1171.65002441406
2001-07-25,24,1190.48999023438
2001-07-26,23.0100002288818,1202.93005371094
2001-07-27,22,1205.81994628906
2001-07-30,22.6900005340576,1204.52001953125
2001-07-31,21.6200008392334,1211.22998046875
2001-08-01,20.5599994659424,1215.93005371094
2001-08-02,20.0900001525879,1220.75
2001-08-03,19.8899993896484,1214.34997558594
2001-08-06,21.8899993896484,1200.47998046875
2001-08-07,21.0100002288818,1204.40002441406
2001-08-08,22.3199996948242,1183.53002929688
2001-08-09,21.75,1183.43005371094
2001-08-10,20.5499992370605,1190.16003417969
2001-08-13,20.4200000762939,1191.2900390625
2001-08-14,20.4799995422363,1186.72998046875
2001-08-15,20.9099998474121,1178.02001953125
2001-08-16,21.5400009155273,1181.66003417969
2001-08-17,23.8400001525879,1161.96997070312
2001-08-20,22.8700008392334,1171.41003417969
2001-08-21,24.3999996185303,1157.26000976562
2001-08-22,22.4400005340576,1165.31005859375
2001-08-23,22.2299995422363,1162.08996582031
2001-08-24,19.7099990844727,1184.93005371094
2001-08-27,20.5599994659424,1179.2099609375
2001-08-28,22,1161.51000976562
2001-08-29,23.0300006866455,1148.56005859375
2001-08-30,25.4099998474121,1129.03002929688
2001-08-31,24.9200000762939,1133.57995605469
2001-09-04,25.8500003814697,1132.93994140625
2001-09-05,26.3500003814697,1131.73999023438
2001-09-06,28.6100006103516,1106.40002441406
2001-09-07,30.9899997711182,1085.78002929688
2001-09-10,31.8400001525879,1092.5400390625
2001-09-17,41.7599983215332,1038.77001953125
2001-09-18,38.8699989318848,1032.73999023438
2001-09-19,40.560001373291,1016.09997558594
2001-09-20,43.7400016784668,984.539978027344
2001-09-21,42.6599998474121,965.799987792969
2001-09-24,37.75,1003.45001220703
2001-09-25,35.810001373291,1012.27001953125
2001-09-26,35.2599983215332,1007.03997802734
2001-09-27,34,1018.60998535156
2001-09-28,31.9300003051758,1040.93994140625
2001-10-01,32.3199996948242,1038.55004882812
2001-10-02,31.1800003051758,1051.32995605469
2001-10-03,31.3400001525879,1072.28002929688
2001-10-04,31.9699993133545,1069.63000488281
2001-10-05,33.3899993896484,1071.38000488281
2001-10-08,35.1199989318848,1062.43994140625
2001-10-09,34.8300018310547,1056.75
2001-10-10,31.6000003814697,1080.98999023438
2001-10-11,31.5,1097.43005371094
2001-10-12,35.2700004577637,1091.65002441406
2001-10-15,35.310001373291,1089.97998046875
2001-10-16,32.8800010681152,1097.5400390625
2001-10-17,35.0800018310547,1077.08996582031
2001-10-18,34.9500007629395,1068.60998535156
2001-10-19,34.1100006103516,1073.47998046875
2001-10-22,32.25,1089.90002441406
2001-10-23,32,1084.78002929688
2001-10-24,30.9500007629395,1085.19995117188
2001-10-25,29.4599990844727,1100.08996582031
2001-10-26,28.4200000762939,1104.60998535156
2001-10-29,31.6399993896484,1078.30004882812
2001-10-30,33.4599990844727,1059.7900390625
2001-10-31,33.560001373291,1059.78002929688
2001-11-01,32.310001373291,1084.09997558594
2001-11-02,30.7099990844727,1087.19995117188
2001-11-05,30.5,1102.83996582031
2001-11-06,28.7999992370605,1118.85998535156
2001-11-07,29.1299991607666,1115.80004882812
2001-11-08,28.6200008392334,1118.5400390625
2001-11-09,27.4400005340576,1120.31005859375
2001-11-12,29.3500003814697,1118.32995605469
2001-11-13,26.4699993133545,1139.08996582031
2001-11-14,26.5599994659424,1141.2099609375
2001-11-15,25.5599994659424,1142.23999023438
2001-11-16,25.0699996948242,1138.65002441406
2001-11-19,24.4599990844727,1151.06005859375
2001-11-20,24.1200008392334,1142.66003417969
2001-11-21,24.1900005340576,1137.03002929688
2001-11-23,23.25,1150.33996582031
2001-11-26,23.7900009155273,1157.42004394531
2001-11-27,24,1149.5
2001-11-28,25.8999996185303,1128.52001953125
2001-11-29,25.1800003051758,1140.19995117188
2001-11-30,23.8400001525879,1139.44995117188
2001-12-03,25.7700004577637,1129.90002441406
2001-12-04,24.0799999237061,1144.80004882812
2001-12-05,23.0200004577637,1170.34997558594
2001-12-06,23.7099990844727,1167.09997558594
2001-12-07,23.4899997711182,1158.31005859375
2001-12-10,25.6200008392334,1139.93005371094
2001-12-11,25.2999992370605,1136.76000976562
2001-12-12,24.8700008392334,1137.06994628906
2001-12-13,25.9099998474121,1119.38000488281
2001-12-14,24.6299991607666,1123.08996582031
2001-12-17,24.2600002288818,1134.35998535156
2001-12-18,23.2900009155273,1142.92004394531
2001-12-19,22.5799999237061,1149.56005859375
2001-12-20,23.6700000762939,1139.93005371094
2001-12-21,22.5,1144.89001464844
2001-12-24,22.6200008392334,1144.65002441406
2001-12-26,22.2900009155273,1149.36999511719
2001-12-27,21.5900001525879,1157.13000488281
2001-12-28,21.3999996185303,1161.02001953125
2001-12-31,23.7999992370605,1148.07995605469
2002-01-02,22.7099990844727,1154.67004394531
2002-01-03,21.3400001525879,1165.27001953125
2002-01-04,20.4500007629395,1172.51000976562
2002-01-07,21.9400005340576,1164.89001464844
2002-01-08,21.8299999237061,1160.7099609375
2002-01-09,22.1299991607666,1155.14001464844
2002-01-10,22.3600006103516,1156.55004882812
2002-01-11,22.6000003814697,1145.59997558594
2002-01-14,23.5799999237061,1138.41003417969
2002-01-15,22.7000007629395,1146.18994140625
2002-01-16,23.4500007629395,1127.56994628906
2002-01-17,22.25,1138.88000488281
2002-01-18,22.5200004577637,1127.57995605469
2002-01-22,23.6100006103516,1119.31005859375
2002-01-23,21.8799991607666,1128.18005371094
2002-01-24,21.1499996185303,1132.15002441406
2002-01-25,21.0100002288818,1133.28002929688
2002-01-28,21.1399993896484,1133.06005859375
2002-01-29,24.3500003814697,1100.64001464844
2002-01-30,23.2199993133545,1113.56994628906
2002-01-31,21.0900001525879,1130.19995117188
2002-02-01,21.1200008392334,1122.19995117188
2002-02-04,24.8700008392334,1094.43994140625
2002-02-05,25.4500007629395,1090.02001953125
2002-02-06,26.0900001525879,1083.51000976562
2002-02-07,25.1100006103516,1080.17004394531
2002-02-08,23.2600002288818,1096.21997070312
2002-02-11,21.7800006866455,1111.93994140625
2002-02-12,21.6200008392334,1107.5
2002-02-13,20.8500003814697,1118.51000976562
2002-02-14,21.7700004577637,1116.47998046875
2002-02-15,22.3700008392334,1104.18005371094
2002-02-19,24.4300003051758,1083.33996582031
2002-02-20,22.6599998474121,1097.97998046875
2002-02-21,23.7999992370605,1080.94995117188
2002-02-22,22.8600006103516,1089.83996582031
2002-02-25,21.8400001525879,1109.43005371094
2002-02-26,21.6800003051758,1109.38000488281
2002-02-27,21.4899997711182,1109.89001464844
2002-02-28,21.5900001525879,1106.72998046875
2002-03-01,19.9599990844727,1131.78002929688
2002-03-04,20.5,1153.83996582031
2002-03-05,20.2999992370605,1146.14001464844
2002-03-06,19.9400005340576,1162.77001953125
2002-03-07,20.0400009155273,1157.5400390625
2002-03-08,19.2700004577637,1164.31005859375
2002-03-11,19.8400001525879,1168.26000976562
2002-03-12,19.5900001525879,1165.57995605469
2002-03-13,19.4599990844727,1154.08996582031
2002-03-14,19.2000007629395,1153.0400390625
2002-03-15,18.4200000762939,1166.16003417969
2002-03-18,18.9300003051758,1165.55004882812
2002-03-19,18.1599998474121,1170.2900390625
2002-03-20,18.4599990844727,1151.84997558594
2002-03-21,18.1499996185303,1153.58996582031
2002-03-22,17.7700004577637,1148.69995117188
2002-03-25,18.4799995422363,1131.86999511719
2002-03-26,18.1299991607666,1138.48999023438
2002-03-27,17.7000007629395,1144.57995605469
2002-03-28,17.3999996185303,1147.39001464844
2002-04-01,18.7299995422363,1146.5400390625
2002-04-02,19.1599998474121,1136.76000976562
2002-04-03,20.2000007629395,1125.40002441406
2002-04-04,19.7800006866455,1126.33996582031
2002-04-05,19.1299991607666,1122.72998046875
2002-04-08,19.6100006103516,1125.2900390625
2002-04-09,19.4699993133545,1117.80004882812
2002-04-10,18.1900005340576,1130.46997070312
2002-04-11,20.2999992370605,1103.68994140625
2002-04-12,19.4200000762939,1111.01000976562
2002-04-15,19.8199996948242,1102.55004882812
2002-04-16,18.1100006103516,1128.36999511719
2002-04-17,18.4300003051758,1126.06994628906
2002-04-18,19.2900009155273,1124.46997070312
2002-04-19,18.2999992370605,1125.17004394531
2002-04-22,19.7700004577637,1107.82995605469
2002-04-23,20.2800006866455,1100.9599609375
2002-04-24,20.7700004577637,1093.14001464844
2002-04-25,20.9500007629395,1091.47998046875
2002-04-26,22.1399993896484,1076.31994628906
2002-04-29,24.0499992370605,1065.44995117188
2002-04-30,21.9099998474121,1076.92004394531
2002-05-01,20.0599994659424,1086.4599609375
2002-05-02,20.0699996948242,1084.56005859375
2002-05-03,20.1900005340576,1073.43005371094
2002-05-06,22.5599994659424,1052.67004394531
2002-05-07,21.9400005340576,1049.48999023438
2002-05-08,20.3899993896484,1088.84997558594
2002-05-09,21.5599994659424,1073.01000976562
2002-05-10,22.4099998474121,1054.98999023438
2002-05-13,20.7199993133545,1074.56005859375
2002-05-14,19.3500003814697,1097.28002929688
2002-05-15,19.1900005340576,1091.06994628906
2002-05-16,18.5,1098.22998046875
2002-05-17,17.7000007629395,1106.58996582031
2002-05-20,19.2399997711182,1091.88000488281
2002-05-21,20.0499992370605,1079.88000488281
2002-05-22,19.5799999237061,1086.02001953125
2002-05-23,18.2299995422363,1097.07995605469
2002-05-24,18.8999996185303,1083.81994628906
2002-05-28,20.3099994659424,1074.55004882812
2002-05-29,20.3899993896484,1067.66003417969
2002-05-30,20.6100006103516,1064.66003417969
2002-05-31,19.9799995422363,1067.14001464844
2002-06-03,23.3700008392334,1040.68005371094
2002-06-04,23.8899993896484,1040.68994140625
2002-06-05,22.6100006103516,1049.90002441406
2002-06-06,24.1599998474121,1029.15002441406
2002-06-07,23.5100002288818,1027.53002929688
2002-06-10,23.7199993133545,1030.73999023438
2002-06-11,24.4500007629395,1013.59997558594
2002-06-12,24.1499996185303,1020.26000976562
2002-06-13,25.0200004577637,1009.55999755859
2002-06-14,25.9599990844727,1007.27001953125
2002-06-17,24.6399993896484,1036.17004394531
2002-06-18,24.2399997711182,1037.14001464844
2002-06-19,26.0599994659424,1019.98999023438
